total_protein,total_keratine,hair_texture,vitamin,manganese,iron,calcium,body_water_content,stress_level,liver_data,hair_fall
437,237,92,430,370,322,304,49,94,261,1
470,245,23,95,24,431,276,69,82,169,0
47,314,29,464,86,55,336,43,95,478,4
181,213,96,416,275,435,86,74,68,499,4
456,426,20,127,155,59,22,70,92,454,2
441,426,97,10,434,365,86,32,34,374,2
312,397,94,65,417,481,441,54,58,390,0
312,497,7,117,410,272,2,97,20,443,2
236,366,89,108,434,284,192,7,23,402,2
407,61,1,29,397,177,206,71,87,382,5
268,171,89,466,168,207,95,43,11,28,5
337,131,94,96,197,393,423,74,31,407,5
139,475,24,286,347,214,142,84,41,96,3
174,30,50,299,289,350,113,25,74,448,2
82,158,6,382,79,58,253,37,18,94,4
100,245,63,114,476,453,360,3,70,415,2
158,353,74,258,182,36,99,32,10,212,4
251,102,62,76,243,225,339,16,19,451,0
431,260,3,27,181,236,463,64,26,471,5
457,410,40,420,467,92,38,93,1,298,2
246,92,30,242,424,304,398,81,28,405,5
377,393,16,180,63,125,100,0,45,83,5
74,245,96,135,282,490,461,21,35,299,0
309,33,44,302,249,232,88,47,28,2,5
171,473,32,226,192,318,492,66,71,89,1
132,354,28,346,174,333,262,96,22,293,2
210,266,63,96,173,336,113,57,1,82,2
91,359,16,353,234,408,171,83,4,36,3
158,340,15,104,340,495,37,14,10,402,3
74,387,27,185,246,148,485,67,42,49,4
243,151,11,468,324,168,299,85,3,380,2
127,452,99,28,139,175,187,80,65,379,2
190,101,90,379,295,96,430,39,20,287,4
236,20,65,163,365,25,421,15,58,479,4
380,128,3,422,161,109,277,27,23,385,5
101,467,6,497,451,14,213,16,69,298,4
112,211,37,293,163,191,71,4,42,43,1
25,232,74,219,201,203,247,82,51,475,4
199,282,33,332,327,125,171,23,88,198,3
57,241,81,382,346,404,422,56,35,336,1
156,491,94,434,316,329,25,28,70,205,2
321,261,55,266,330,346,107,77,66,54,2
242,279,10,360,452,425,320,50,66,269,1
195,177,60,47,247,351,213,3,51,154,1
105,9,38,270,313,57,207,99,12,192,4
159,473,8,125,295,269,88,35,27,458,4
429,313,30,120,103,10,26,22,21,396,1
498,323,98,267,164,342,432,80,29,89,5
413,330,16,0,12,337,383,36,74,436,2
280,179,80,119,34,306,39,49,90,213,1
76,110,56,423,286,247,101,76,8,3,5
357,477,30,145,273,179,182,40,65,221,2
113,371,89,454,31,127,226,42,77,333,5
307,377,20,332,456,160,21,10,82,290,1
473,207,28,480,424,60,248,91,46,288,5
252,57,12,201,198,89,420,70,96,203,4
222,194,65,476,497,126,446,10,18,391,1
319,367,17,474,139,282,489,70,56,47,0
72,307,65,442,149,425,424,5,34,4,2
194,419,27,140,176,91,11,77,42,218,3
419,332,33,472,422,26,328,63,94,328,3
247,202,53,466,68,240,50,26,46,441,2
156,279,69,414,100,326,444,92,41,413,5
254,121,40,72,116,208,485,78,9,287,2
381,110,48,456,199,212,290,29,81,235,4
417,450,1,9,207,280,194,80,35,111,3
362,95,84,314,372,29,458,47,11,263,1
458,252,96,113,172,227,418,86,16,397,4
82,474,15,181,15,151,337,36,79,188,2
363,92,96,375,182,89,457,75,28,110,2
451,338,97,418,352,414,128,94,97,388,4
477,363,34,426,159,476,12,35,62,114,2
107,152,56,34,495,239,233,15,51,303,1
123,130,22,446,101,258,101,1,81,171,4
172,217,38,231,398,95,336,66,86,425,1
128,156,29,110,408,358,72,19,67,125,2
231,106,74,262,241,31,95,79,49,426,4
164,288,15,259,452,365,213,31,79,6,3
103,374,25,173,277,313,466,1,44,278,5
429,261,20,487,240,341,237,12,11,81,1
113,60,56,373,401,111,76,74,5,259,3
264,132,39,109,332,103,223,53,4,55,2
31,105,33,396,256,39,267,2,69,224,5
358,419,98,273,81,348,240,85,34,379,2
276,333,24,2,105,398,257,23,12,62,1
386,80,0,178,489,165,140,34,99,445,4
385,207,50,314,374,140,449,42,41,420,4
178,109,31,369,432,447,485,21,16,330,1
464,444,20,23,99,205,401,15,22,477,4
32,488,46,268,289,470,85,90,9,33,0
6,0,34,302,495,267,265,63,97,283,4
91,55,43,234,3,196,133,81,43,209,2
456,270,65,472,5,50,222,27,39,4,3
86,369,39,289,37,31,110,75,40,372,3
9,150,10,22,262,256,40,77,15,192,0
357,178,58,178,257,408,17,4,53,181,0
55,407,58,292,462,491,235,50,6,329,5
255,338,2,138,99,159,78,73,36,101,1
108,47,43,461,410,7,269,38,72,175,5
463,77,47,247,28,353,395,39,99,113,2
314,448,94,182,150,181,213,16,17,156,3
417,226,41,446,390,462,196,41,8,128,3
430,150,26,66,217,219,339,80,23,38,2
246,366,64,189,341,423,109,49,92,249,1
75,8,7,306,175,335,412,47,84,184,4
168,15,23,12,166,315,255,41,3,270,1
95,48,99,267,346,158,156,4,52,2,3
153,404,53,94,39,472,178,85,98,227,5
381,48,19,124,254,80,284,18,49,443,2
170,472,31,250,393,430,376,87,64,280,1
411,93,23,279,103,303,320,55,17,293,4
207,379,34,14,121,422,228,24,23,186,3
381,256,28,434,149,86,350,10,88,115,5
430,17,81,97,67,283,152,41,32,38,5
220,301,31,126,325,172,167,40,97,134,0
276,212,98,67,51,33,80,16,5,24,4
79,239,29,496,171,296,48,20,69,53,2
44,477,27,236,396,489,72,29,23,233,3
466,163,73,164,313,81,450,3,1,317,2
140,490,0,483,480,336,376,15,65,236,4
390,420,44,45,227,192,391,23,3,384,1
117,235,42,75,97,138,102,44,9,305,2
280,369,4,135,171,236,212,11,69,193,0
209,15,15,340,264,462,68,25,62,361,0
165,422,69,60,208,335,161,66,25,15,1
399,434,89,331,380,437,451,3,93,384,4
47,278,1,174,96,249,459,44,37,78,3
439,56,25,458,42,18,326,16,61,53,0
396,126,41,141,358,289,378,83,54,47,5
57,29,89,172,461,147,151,82,97,350,2
352,19,68,460,81,422,154,39,3,472,1
453,108,98,482,489,390,223,89,27,287,1
259,258,49,178,69,151,260,21,37,271,4
178,78,49,441,446,269,152,33,75,47,2
84,299,90,83,417,214,332,53,6,128,4
482,425,34,161,201,32,273,51,8,481,5
395,187,53,242,492,494,30,93,38,339,0
398,447,43,289,301,263,262,17,94,224,1
446,486,96,84,251,51,357,42,85,233,5
19,438,84,227,485,397,23,0,39,155,3
373,212,47,130,107,36,380,82,94,220,2
148,159,64,282,339,222,215,65,73,334,0
468,320,67,122,124,427,493,16,75,112,1
63,67,35,244,217,40,411,95,93,357,3
407,56,80,360,364,40,218,53,14,110,2
161,479,79,82,385,75,374,76,98,165,0
250,9,89,37,120,72,261,80,70,462,0
110,39,53,273,26,462,52,80,30,211,4
215,304,32,285,60,409,71,77,13,337,5
22,326,11,406,344,38,493,25,79,196,3
325,446,56,491,271,160,93,36,70,155,5
300,181,11,454,318,71,179,80,4,227,5
336,470,10,239,270,268,494,48,64,293,0
114,174,32,71,231,272,329,62,10,411,3
378,476,18,444,235,256,220,5,23,451,0
180,445,41,134,318,320,482,37,92,176,1
42,191,29,107,11,282,267,23,38,383,3
5,437,17,273,38,22,318,88,53,412,0
159,192,10,3,179,396,85,33,3,36,0
461,201,81,34,380,458,267,92,79,42,0
211,205,86,372,25,329,197,93,67,420,0
270,498,37,161,241,50,119,7,63,163,2
472,373,16,308,42,111,317,95,83,12,4
323,182,54,264,104,22,281,99,33,478,0
260,442,97,39,132,192,77,13,91,211,3
231,461,12,251,156,419,20,22,2,370,3
243,154,68,316,175,153,144,84,27,337,5
432,45,96,146,73,290,332,7,8,438,3
153,44,2,374,94,298,394,98,66,360,3
379,406,98,436,78,295,278,25,63,316,1
57,391,72,37,265,148,368,90,62,302,2
432,233,87,425,316,186,72,49,90,338,2
254,373,46,89,370,248,409,15,90,222,2
378,50,60,437,86,91,182,10,0,359,3
471,429,94,105,21,249,75,5,46,270,4
139,82,69,372,499,323,223,32,31,354,4
341,76,92,322,479,328,81,76,2,215,1
17,411,55,321,205,30,397,92,87,300,1
150,381,35,178,475,14,453,56,34,416,5
333,203,33,165,378,423,74,56,82,192,4
242,196,67,217,111,463,498,27,9,70,4
121,56,61,44,104,17,91,44,36,352,1
148,323,41,18,47,206,442,12,16,262,1
451,429,16,423,279,324,280,15,56,455,2
292,341,34,364,365,327,25,66,59,200,3
45,256,29,94,225,397,132,85,95,455,1
14,349,70,68,134,101,187,42,3,441,3
457,62,36,30,57,63,207,81,15,121,0
302,449,7,331,281,300,355,7,25,163,4
41,277,38,398,279,47,186,20,82,370,2
351,130,20,144,388,280,58,86,98,396,0
98,409,49,299,189,436,402,5,34,298,1
161,485,77,209,308,275,440,21,10,59,1
443,211,34,283,436,148,412,76,40,285,1
453,323,8,382,41,249,299,92,78,442,5
102,354,93,285,421,152,45,46,6,52,1
189,112,69,100,249,286,196,49,9,422,2
0,291,51,230,307,116,304,10,66,245,3
482,92,28,150,474,426,178,21,52,267,2
479,414,6,130,69,111,12,23,37,263,5
237,34,2,77,260,230,58,88,86,126,3
369,4,57,164,40,346,42,34,39,112,0
150,399,12,80,476,215,471,5,8,427,5
297,371,22,221,180,334,171,20,89,4,3
143,180,69,176,371,89,391,68,69,153,5
449,310,54,158,499,105,92,35,35,233,4
444,264,14,480,225,368,320,32,75,461,4
119,85,93,117,116,493,417,40,91,398,2
19,219,7,296,48,155,119,24,34,348,3
174,381,59,31,106,152,293,89,53,186,0
450,338,40,317,487,293,404,29,98,167,2
115,175,20,419,34,4,297,63,40,405,3
358,248,68,432,464,160,107,8,67,216,5
471,55,80,428,18,264,317,66,29,86,1
2,216,9,265,72,478,107,19,69,418,4
162,246,86,23,181,25,407,77,94,398,0
23,395,50,253,446,104,3,62,72,424,1
178,199,50,22,170,36,41,50,22,311,3
160,332,44,289,424,254,232,83,25,482,5
78,26,52,83,126,453,314,4,73,325,1
50,379,33,18,330,467,238,68,44,277,5
283,153,31,448,469,251,222,1,44,197,3
320,127,25,357,403,37,14,69,97,224,2
386,425,11,9,39,218,490,59,71,453,0
274,9,35,100,30,343,169,37,26,173,5
307,109,94,285,453,189,250,95,32,43,4
7,234,20,196,355,411,364,41,45,111,3
311,138,75,347,247,261,43,54,30,166,1
110,404,50,472,156,64,305,59,13,459,0
467,239,73,175,425,174,160,17,26,367,0
263,407,95,164,297,128,250,52,61,235,3
165,446,11,329,275,151,231,90,64,57,1
213,214,61,428,400,435,171,24,71,226,3
238,135,83,95,216,8,247,19,0,139,4
277,23,84,14,201,377,118,35,97,360,5
451,346,59,323,397,435,378,84,20,278,5
152,7,70,352,124,204,77,90,92,471,3
150,330,26,67,490,67,157,46,11,459,2
183,338,17,212,107,485,269,91,13,386,3
321,490,57,38,455,469,258,73,42,221,5
444,67,23,282,496,203,394,36,47,39,0
496,133,64,150,351,414,411,72,56,111,1
142,474,84,269,352,146,477,77,83,398,2
118,125,16,321,410,384,422,69,13,83,2
431,338,92,40,301,1,255,98,57,157,4
152,226,99,326,493,273,411,55,7,445,2
446,484,12,48,287,331,278,40,82,455,4
336,206,98,405,13,183,40,14,1,56,0
351,124,59,69,356,15,377,47,35,167,1
176,260,88,383,493,415,290,89,93,405,0
268,126,10,248,69,21,263,90,32,98,2
234,489,2,474,244,136,266,54,47,415,4
187,159,12,6,339,415,353,77,66,3,0
287,243,71,455,29,283,276,95,48,387,4
486,458,58,479,19,458,324,8,35,492,4
352,280,92,472,69,478,109,51,70,424,1
375,220,28,117,401,44,13,61,40,180,4
334,189,65,244,414,189,73,55,46,66,5
490,86,23,333,84,281,392,87,94,303,3
73,189,67,315,369,327,485,9,48,422,5
2,491,20,161,123,258,389,86,98,490,1
426,111,60,464,5,69,198,7,20,446,1
429,108,81,192,464,108,430,84,33,91,0
305,225,92,3,444,228,398,7,61,442,1
408,353,68,265,402,213,142,92,57,62,4
106,105,28,426,165,398,474,7,53,59,3
31,446,40,119,426,170,306,55,40,3,1
376,282,2,318,433,48,310,93,73,70,2
162,65,12,103,140,98,176,11,61,255,1
64,367,11,121,499,219,296,62,35,89,0
129,477,79,79,354,147,17,12,29,237,5
122,239,99,84,394,289,486,2,2,280,2
67,423,95,62,1,264,61,88,40,261,0
96,279,13,204,157,73,215,76,74,199,3
442,235,48,158,454,231,10,78,21,254,2
309,27,45,420,245,318,33,11,57,5,2
357,96,52,116,0,262,83,4,57,254,3
23,231,73,254,414,111,195,84,13,84,5
126,156,61,84,408,49,466,78,89,291,3
191,197,97,290,385,152,477,5,29,234,0
422,487,87,88,475,256,402,41,61,128,1
296,172,5,495,141,458,123,41,48,361,2
477,63,89,109,455,172,9,3,77,441,3
67,281,26,300,104,400,85,76,89,11,2
375,495,71,346,371,300,258,38,30,110,4
222,430,57,156,474,259,294,60,92,411,5
53,414,85,270,187,136,488,1,70,216,5
378,435,13,220,192,406,134,22,10,150,3
88,276,67,350,176,144,146,15,1,220,5
318,298,1,464,74,59,276,6,49,102,1
255,22,94,251,320,79,357,14,11,126,2
227,68,20,485,379,406,447,8,55,34,2
402,199,5,232,109,36,209,9,37,35,1
155,252,74,36,307,44,269,67,9,310,1
261,382,65,299,18,43,173,70,79,428,2
490,16,55,139,85,36,66,41,52,70,4
295,104,88,470,125,213,23,76,75,11,2
9,363,30,255,376,413,289,89,52,83,0
248,199,52,194,32,205,336,94,12,23,4
472,87,4,327,182,283,117,71,41,183,5
341,9,33,441,194,330,299,67,37,295,4
259,267,14,142,99,209,364,65,24,485,5
252,338,14,100,189,450,10,71,89,10,2
148,287,75,117,26,286,249,96,31,38,0
495,237,7,148,496,246,315,73,59,156,3
485,12,22,472,114,180,158,58,30,35,3
211,383,28,179,419,472,495,78,37,19,0
132,105,46,347,470,359,483,3,38,397,1
453,183,79,207,51,13,76,19,71,281,1
239,78,15,80,155,380,437,38,9,97,3
484,153,81,359,338,166,275,51,50,373,4
237,50,13,399,171,51,107,72,75,340,4
401,153,73,490,110,15,439,30,68,265,3
269,142,88,191,21,111,159,22,98,371,3
311,257,27,271,340,423,194,46,12,89,1
186,499,24,416,416,447,296,95,16,91,2
268,52,86,330,155,457,328,72,55,308,4
90,297,54,451,351,25,268,46,74,374,1
86,405,52,135,434,198,275,78,26,462,0
84,365,95,113,288,454,334,78,39,350,2
220,496,90,6,273,137,81,27,13,183,5
266,287,57,127,465,303,24,19,62,4,3
341,73,63,111,203,122,33,48,67,269,3
278,51,41,322,25,470,468,55,49,149,5
344,214,97,402,461,142,154,28,29,317,3
2,81,23,382,269,92,317,89,71,383,1
456,188,43,221,120,469,280,60,39,481,1
63,494,71,194,343,212,97,69,68,106,2
399,284,97,136,434,114,204,1,35,350,3
46,366,70,209,242,187,265,54,48,369,4
296,293,34,337,220,409,375,90,31,7,4
460,140,98,303,424,65,104,57,74,454,0
126,225,3,358,248,400,433,68,35,376,5
65,268,35,130,186,479,345,36,75,89,1
324,442,58,438,491,25,476,30,66,247,2
89,489,93,247,440,429,415,62,49,409,4
136,492,23,401,481,342,88,24,83,11,2
434,289,13,314,235,158,102,18,85,247,2
359,65,56,138,485,59,391,8,42,474,2
438,19,47,420,129,225,361,88,58,60,4
30,416,11,343,474,115,74,29,79,333,3
269,217,25,281,74,320,91,64,83,331,5
117,333,86,467,331,248,375,28,3,67,0
168,154,9,257,67,362,185,15,21,81,1
334,223,63,381,381,336,285,54,5,432,1
344,123,43,276,313,22,313,29,4,134,5
90,362,21,440,247,244,112,53,44,375,2
418,375,39,456,477,35,391,58,20,222,1
117,45,16,96,443,481,115,14,92,499,1
332,285,2,4,269,244,130,63,70,414,3
421,5,1,126,385,45,16,87,41,419,1
170,217,86,53,146,453,396,21,24,462,2
493,394,28,357,267,115,335,63,99,419,5
185,483,24,470,478,77,49,27,83,398,4
384,114,82,225,162,358,477,87,67,277,0
199,50,8,321,376,46,35,55,33,301,4
395,121,26,184,104,198,491,1,32,253,1
150,127,51,292,44,375,39,98,24,233,5
407,253,1,103,99,247,375,44,30,280,4
265,340,91,75,307,436,327,28,89,304,0
136,240,58,267,269,31,175,87,51,201,0
205,417,91,192,4,230,69,96,43,413,0
393,106,6,419,300,479,265,56,59,249,4
280,151,25,349,155,480,70,11,38,331,1
100,300,91,324,253,118,358,90,56,45,5
479,178,27,423,41,35,458,54,85,348,4
291,328,67,179,379,45,477,83,30,169,3
288,0,18,389,389,164,207,59,65,19,5
307,311,84,331,337,260,44,70,83,408,2
386,364,26,283,463,491,220,70,93,211,0
18,464,11,155,216,459,366,80,62,326,5
185,121,71,321,330,28,198,93,1,43,1
460,411,6,315,404,389,48,35,67,83,3
457,81,75,205,73,237,168,28,66,46,1
488,275,85,389,383,221,310,60,39,408,2
195,217,58,362,155,56,23,77,82,496,3
166,480,61,229,270,348,449,27,37,290,5
445,176,10,92,413,59,369,37,60,157,4
84,40,34,379,211,170,169,37,17,333,1
165,191,40,333,107,276,158,32,54,253,1
32,243,31,174,307,71,353,65,95,265,5
255,233,52,272,19,64,262,57,17,53,3
66,81,46,385,59,232,211,30,79,485,2
439,7,73,180,286,442,233,19,89,290,1
433,222,60,180,184,374,294,31,1,372,5
269,217,24,236,90,355,209,55,64,408,3
291,379,11,115,173,480,79,61,77,284,2
417,283,24,330,188,477,171,47,14,344,0
331,145,44,438,137,126,414,65,23,19,0
472,128,77,93,181,222,220,59,42,32,4
398,378,36,483,363,499,147,72,99,211,1
76,381,40,379,90,492,13,69,16,77,0
120,152,11,454,19,356,24,77,94,468,0
176,122,63,494,170,227,89,88,60,287,2
248,89,48,262,352,95,122,10,79,265,3
241,395,93,427,355,315,211,78,86,107,1
125,12,71,376,99,134,132,83,40,179,4
117,62,72,111,135,380,286,23,95,177,2
430,357,26,113,120,207,422,66,28,426,5
84,384,15,422,307,297,12,32,26,232,1
214,230,59,368,206,360,329,57,55,414,0
428,401,9,298,37,490,16,75,69,406,3
484,462,46,456,367,286,131,12,85,129,1
333,118,83,83,474,97,439,33,75,283,2
425,333,95,118,411,314,304,4,9,252,1
354,208,61,135,223,53,58,34,60,160,5
435,475,1,248,459,377,84,66,81,55,2
49,135,92,143,122,262,332,92,95,62,1
319,92,71,329,492,87,229,59,35,102,1
108,21,59,374,29,286,36,51,38,306,3
342,45,86,209,443,26,325,22,74,119,2
286,72,84,291,493,22,171,20,36,222,0
106,173,4,147,471,326,472,70,91,494,0
224,240,3,354,429,238,117,55,71,155,4
488,131,42,472,495,9,52,51,77,29,5
371,153,57,409,119,249,181,10,60,55,0
114,428,3,159,290,330,244,24,86,421,4
334,117,63,225,409,485,320,54,94,161,5
141,462,56,486,232,479,245,24,33,387,4
108,81,12,176,269,322,354,64,83,155,1
97,245,74,210,461,121,349,6,74,86,3
241,372,61,119,27,369,461,11,40,74,4
383,237,31,214,369,169,374,96,48,41,1
472,308,39,216,309,118,173,34,8,185,1
69,354,3,335,337,415,316,17,19,374,3
14,314,65,226,388,325,46,98,16,329,3
182,498,46,211,417,12,32,90,92,184,1
132,404,74,462,436,66,171,39,83,461,5
480,89,66,364,88,20,401,37,48,470,0
459,283,34,305,88,236,3,47,93,235,3
337,76,28,487,393,419,66,55,43,415,2
145,379,79,178,403,36,425,9,89,271,4
297,161,31,49,155,195,136,71,42,116,0
122,2,84,346,486,245,162,49,12,416,3
51,297,38,70,110,192,18,25,56,431,3
406,351,66,19,123,184,404,69,93,218,2
349,20,21,366,367,222,476,53,50,388,5
496,312,99,287,133,180,131,7,54,140,4
336,477,94,191,68,264,354,43,58,296,0
442,362,11,464,71,17,338,12,2,48,3
497,101,4,38,408,188,292,7,11,180,1
74,431,11,317,390,193,16,35,50,338,2
397,284,4,343,180,68,91,57,70,124,1
175,381,49,55,107,447,390,49,49,78,5
418,119,18,18,252,391,490,36,82,325,1
92,213,77,365,472,104,132,22,71,191,5
389,246,38,363,381,452,449,47,30,335,3
259,146,72,322,384,409,318,96,17,263,2
0,250,38,492,100,245,167,99,96,34,4
46,256,1,414,343,424,340,76,89,9,4
462,222,65,3,438,412,483,2,39,497,4
355,347,42,458,336,70,89,79,53,36,4
86,236,29,471,301,146,215,39,21,366,5
331,91,89,348,416,270,495,70,74,152,0
190,108,18,154,13,493,163,57,25,363,5
297,385,99,354,468,383,410,61,97,10,1
97,39,66,435,32,134,322,64,38,62,5
217,76,97,418,290,96,276,97,47,230,1
51,165,26,194,266,309,375,93,61,274,5
401,185,87,220,427,207,117,42,42,323,3
5,120,25,257,14,428,283,67,80,227,5
201,475,0,400,244,248,142,16,33,181,4
131,108,63,137,121,7,466,61,85,331,4
110,140,17,49,279,347,131,38,87,114,0
198,63,8,232,420,175,269,9,84,231,5
154,378,51,482,191,363,282,36,15,170,0
156,195,24,252,110,397,307,44,53,242,2
182,35,57,441,472,483,193,81,78,220,4
443,15,67,469,393,212,14,44,56,248,1
3,157,57,331,55,440,142,15,52,396,1
457,459,82,352,252,25,143,56,25,70,0
253,283,14,452,133,166,71,64,50,269,0
169,216,16,186,251,268,326,62,98,4,5
375,223,20,136,399,121,301,71,13,224,0
130,156,27,474,402,202,17,39,85,436,0
306,336,8,446,57,312,364,16,57,122,0
471,377,20,206,208,263,464,37,20,144,4
383,186,22,282,213,119,156,65,66,239,0
148,258,20,263,426,256,427,34,66,375,4
189,180,30,282,46,68,17,87,13,74,5
389,298,68,255,188,377,275,72,15,201,4
178,449,29,193,230,89,275,45,65,314,2
141,327,45,56,246,97,57,48,14,110,2
16,338,73,95,254,276,430,86,64,427,3
1,28,60,181,189,219,230,3,90,261,5
324,475,86,75,77,219,448,4,98,31,2
271,132,59,179,202,359,261,54,24,278,2
168,291,84,372,212,267,207,3,95,260,1
152,469,41,83,194,142,145,89,43,454,5
378,284,95,376,456,206,212,75,95,7,2
319,393,15,369,221,329,394,36,29,169,3
274,43,13,37,84,395,139,6,99,194,1
338,415,81,360,51,208,312,39,68,391,4
161,157,37,45,87,213,490,4,23,112,2
154,197,35,423,451,374,256,30,38,368,4
225,169,96,123,108,49,139,36,12,340,1
430,104,25,498,179,281,43,33,11,42,5
329,391,40,236,153,227,397,97,16,443,5
292,314,27,122,415,378,434,86,9,267,2
138,23,26,58,134,89,146,23,18,232,1
451,5,79,351,313,489,56,12,82,367,5
347,124,95,292,154,288,157,93,20,418,5
254,403,62,65,194,225,298,79,36,412,1
299,425,23,3,247,58,403,26,87,354,3
215,484,3,292,149,193,475,93,25,123,3
379,59,61,271,61,52,477,30,90,159,1
411,157,53,283,278,8,162,87,77,298,1
258,400,48,395,107,453,95,21,80,80,1
353,437,80,442,41,19,54,27,93,286,0
462,381,68,376,316,77,116,85,4,16,0
400,16,2,484,432,139,376,73,97,141,4
94,270,19,257,40,25,413,2,25,199,1
88,357,57,403,413,421,202,42,38,89,2
309,40,85,166,327,127,205,56,57,137,5
447,60,63,329,74,206,116,2,56,336,5
487,296,56,384,34,146,123,13,92,258,3
36,149,79,467,111,437,274,31,74,450,2
209,129,62,57,158,295,47,7,25,34,4
443,311,36,372,246,411,439,47,29,178,3
316,248,36,222,332,325,467,85,35,349,3
308,247,29,250,499,26,71,39,73,142,2
212,448,41,165,405,114,4,87,55,442,3
340,114,96,140,66,74,0,52,49,411,1
94,251,29,92,82,16,278,28,71,25,2
291,360,57,389,488,20,350,20,28,382,0
61,88,70,246,99,159,467,72,57,298,2
336,369,54,426,293,395,336,48,65,280,1
219,151,8,116,395,24,219,39,8,152,4
225,137,59,186,59,208,233,15,25,130,0
376,457,71,218,59,48,42,63,34,424,0
273,332,45,93,232,385,221,54,52,160,5
363,446,94,467,81,47,154,28,51,80,3
488,328,94,398,214,120,414,51,85,95,4
430,337,11,203,71,299,463,83,40,228,4
313,304,6,143,394,260,465,91,28,397,2
250,133,36,223,457,82,32,18,87,214,0
250,357,78,461,312,2,215,54,55,73,2
101,14,21,277,406,275,128,24,45,92,0
102,71,95,290,9,90,236,35,88,270,5
222,360,29,165,494,230,359,12,25,474,0
351,408,1,7,280,163,290,2,99,217,0
335,373,76,137,238,83,269,83,44,92,0
184,129,86,345,169,251,410,51,12,198,2
87,493,37,27,60,87,97,42,97,66,4
431,450,40,464,424,62,120,29,21,225,4
226,91,12,318,60,314,498,39,1,254,0
373,463,11,107,186,23,7,5,8,15,1
